107,1045,8.886058257832141e+52
1684,792,7.983162939889252e+50
1912,755,3.5397335722050356e+50
3437,547,1.4786976646282183e+48
0,347,6.459506232842893e+44
2543,294,3.8615227484821667e+43
2347,291,3.2437856806030325e+43
1888,254,3.215831918918245e+42
1800,245,1.741870155231155e+42
1663,235,8.578924354146787e+41
1352,234,7.9791725365129e+41
2266,234,7.9791725365129e+41
483,231,6.407958958717226e+41
348,229,5.527620232340587e+41
1730,226,4.417814802805527e+41
1985,224,3.798395251890378e+41
1941,223,3.520274675009692e+41
2233,222,3.2614038087444974e+41
2142,221,3.020528120475349e+41
1431,220,2.7964697219611827e+41
1199,217,2.2144789401707747e+41
1584,211,1.3750662430340551e+41
2206,210,1.268414592717491e+41
1768,209,1.1695843067970447e+41
2229,207,9.932619003260967e+40
2410,207,9.932619003260967e+40
2611,207,9.932619003260967e+40
1086,205,8.421844898955247e+40
1589,205,8.421844898955247e+40
2047,205,8.421844898955247e+40
2218,205,8.421844898955247e+40
2078,204,7.750263579395771e+40
1993,203,7.1293250621577155e+40
2123,203,7.1293250621577155e+40
1746,202,6.555432063288092e+40
2464,202,6.555432063288092e+40
1827,201,6.025226930986866e+40
2240,201,6.025226930986866e+40
2507,201,6.025226930986866e+40
2560,201,6.025226930986866e+40
2244,200,5.535576751395959e+40
1983,199,5.08355931305532e+40
2309,199,5.08355931305532e+40
1126,198,4.666449884427468e+40
2088,198,4.666449884427468e+40
2131,198,4.666449884427468e+40
2340,198,4.666449884427468e+40
2602,198,4.666449884427468e+40
2324,197,4.281708761104046e+40
2369,197,4.281708761104046e+40
2590,197,4.281708761104046e+40
2542,196,3.9269695414230173e+40
2604,196,3.9269695414230173e+40
1804,195,3.600028091246843e+40
2073,195,3.600028091246843e+40
2220,195,3.600028091246843e+40
2607,195,3.600028091246843e+40
2188,194,3.298832160584208e+40
1390,193,3.021471616584022e+40
2059,193,3.021471616584022e+40
2172,193,3.021471616584022e+40
1943,192,2.766169259193959e+40
2150,192,2.766169259193959e+40
1833,191,2.531272187460082e+40
1946,191,2.531272187460082e+40
2428,191,2.531272187460082e+40
2526,191,2.531272187460082e+40
1377,190,2.315243686052155e+40
1612,190,2.315243686052155e+40
1917,190,2.315243686052155e+40
2201,190,2.315243686052155e+40
2331,190,2.315243686052155e+40
2601,190,2.315243686052155e+40
1621,189,2.1166556031344062e+40
1938,189,2.1166556031344062e+40
2090,189,2.1166556031344062e+40
2118,188,1.9341811921663764e+40
2384,188,1.9341811921663764e+40
2564,188,1.9341811921663764e+40
2624,188,1.9341811921663764e+40
1714,187,1.7665883916163588e+40
1962,187,1.7665883916163588e+40
2030,187,1.7665883916163588e+40
2586,187,1.7665883916163588e+40
1559,186,1.6127335179031582e+40
2064,186,1.6127335179031582e+40
2184,186,1.6127335179031582e+40
2625,186,1.6127335179031582e+40
1707,185,1.4715553481533987e+40
2275,185,1.4715553481533987e+40
2593,185,1.4715553481533987e+40
2615,185,1.4715553481533987e+40
2103,184,1.3420695705738362e+40
2111,184,1.3420695705738362e+40
2290,184,1.3420695705738362e+40
1078,183,1.2233635813935744e+40
2323,183,1.2233635813935744e+40
2414,183,1.2233635813935744e+40
1376,182,1.11459160843211e+40
1613,182,1.11459160843211e+40
1835,182,1.11459160843211e+40
2339,182,1.11459160843211e+40
2600,182,1.11459160843211e+40
2104,181,1.0149701423980601e+40
2500,181,1.0149701423980601e+40
2271,180,9.23773658022422e+39
2326,180,9.23773658022422e+39
1610,179,8.403306080814252e+39
2376,179,8.403306080814252e+39
2395,179,8.403306080814252e+39
1399,178,7.64019674269498e+39
1984,178,7.64019674269498e+39
2139,178,7.64019674269498e+39
2409,178,7.64019674269498e+39
2492,178,7.64019674269498e+39
1622,177,6.942662597445623e+39
2093,177,6.942662597445623e+39
2354,177,6.942662597445623e+39
2468,177,6.942662597445623e+39
1971,176,6.305392089876549e+39
1979,176,6.305392089876549e+39
2045,176,6.305392089876549e+39
2381,176,6.305392089876549e+39
1391,175,5.723477413985903e+39
2199,175,5.723477413985903e+39
2043,174,5.192385857908048e+39
2278,174,5.192385857908048e+39
1211,173,4.707933036532637e+39
2033,173,4.707933036532637e+39
2037,173,4.707933036532637e+39
2200,173,4.707933036532637e+39
2553,173,4.707933036532637e+39
2630,173,4.707933036532637e+39
1966,172,4.2662578971708434e+39
2081,172,4.2662578971708434e+39
2356,172,4.2662578971708434e+39
1551,171,3.8637993900080706e+39
2007,171,3.8637993900080706e+39
2140,171,3.8637993900080706e+39
686,170,3.497274701125628e+39
1577,170,3.497274701125628e+39
2404,170,3.497274701125628e+39
1471,169,3.1636589516118066e+39
2124,169,3.1636589516118066e+39
2460,169,3.1636589516118066e+39
2069,168,2.860166271729148e+39
2190,168,2.860166271729148e+39
2352,168,2.860166271729148e+39
2374,168,2.860166271729148e+39
2655,168,2.860166271729148e+39
925,167,2.5842321642726085e+39
2363,167,2.5842321642726085e+39
946,166,2.3334970761560104e+39
1367,166,2.3334970761560104e+39
2328,166,2.3334970761560104e+39
2638,166,2.3334970761560104e+39
1059,165,2.1057911019131085e+39
1839,165,2.1057911019131085e+39
2423,165,2.1057911019131085e+39
2520,165,2.1057911019131085e+39
2559,165,2.1057911019131085e+39
2108,164,1.8991197472070945e+39
2578,164,1.8991197472070945e+39
2598,164,1.8991197472070945e+39
2619,164,1.8991197472070945e+39
2054,163,1.711650684619374e+39
2074,162,1.5417014379457575e+39
2550,162,1.5417014379457575e+39
1918,161,1.3877279349761985e+39
2283,161,1.3877279349761985e+39
2446,161,1.3877279349761985e+39
2549,161,1.3877279349761985e+39
1554,160,1.248313872282826e+39
2112,160,1.248313872282826e+39
2154,160,1.248313872282826e+39
2289,160,1.248313872282826e+39
2333,160,1.248313872282826e+39
2482,160,1.248313872282826e+39
414,159,1.122160838899582e+39
1516,159,1.122160838899582e+39
2133,159,1.122160838899582e+39
1184,158,1.008079148954599e+39
2020,158,1.008079148954599e+39
2121,158,1.008079148954599e+39
2370,158,1.008079148954599e+39
2551,158,1.008079148954599e+39
2253,157,9.049793363220334e+38
1185,156,8.118642672019495e+38
1522,156,8.118642672019495e+38
1736,156,8.118642672019495e+38
1813,156,8.118642672019495e+38
2087,156,8.118642672019495e+38
2308,156,8.118642672019495e+38
1718,155,7.278218292228135e+38
2005,155,7.278218292228135e+38
2257,155,7.278218292228135e+38
2299,155,7.278218292228135e+38
2561,155,7.278218292228135e+38
993,154,6.520181581990127e+38
2095,154,6.520181581990127e+38
2276,154,6.520181581990127e+38
2282,154,6.520181581990127e+38
1986,153,5.8369136607276815e+38
2408,153,5.8369136607276815e+38
1238,152,5.22145735832912e+38
1799,152,5.22145735832912e+38
2040,152,5.22145735832912e+38
2573,152,5.22145735832912e+38
1557,151,4.6674635133889384e+38
1929,151,4.6674635133889384e+38
2348,151,4.6674635133889384e+38
2504,151,4.6674635133889384e+38
2654,151,4.6674635133889384e+38
1879,150,4.169141319935151e+38
2336,150,4.169141319935151e+38
1017,149,3.7212124410831425e+38
1420,148,3.318868625971299e+38
1604,148,3.318868625971299e+38
2187,148,3.318868625971299e+38
916,147,2.9577325832170112e+38
1146,147,2.9577325832170112e+38
2032,147,2.9577325832170112e+38
2083,147,2.9577325832170112e+38
2359,147,2.9577325832170112e+38
2433,147,2.9577325832170112e+38
1331,146,2.6338218800355215e+38
1662,146,2.6338218800355215e+38
1945,146,2.6338218800355215e+38
2122,146,2.6338218800355215e+38
2430,146,2.6338218800355215e+38
1603,145,2.3435156511395158e+38
1793,145,2.3435156511395158e+38
2495,145,2.3435156511395158e+38
2546,144,2.0835239156326182e+38
1006,142,1.64281108474351e+38
1076,142,1.64281108474351e+38
1132,142,1.64281108474351e+38
1222,142,1.64281108474351e+38
1447,142,1.64281108474351e+38
2117,142,1.64281108474351e+38
2292,142,1.64281108474351e+38
1107,141,1.4569211295298895e+38
2063,141,1.4569211295298895e+38
2068,141,1.4569211295298895e+38
2084,141,1.4569211295298895e+38
2307,141,1.4569211295298895e+38
2521,141,1.4569211295298895e+38
2575,141,1.4569211295298895e+38
2212,140,1.290961991543863e+38
2511,140,1.290961991543863e+38
2539,140,1.290961991543863e+38
1153,139,1.1429166260775557e+38
1717,139,1.1429166260775557e+38
2153,139,1.1429166260775557e+38
2334,139,1.1429166260775557e+38
2386,139,1.1429166260775557e+38
2138,138,1.0109598169087466e+38
2510,138,1.0109598169087466e+38
1250,137,8.934411187338199e+37
1361,137,8.934411187338199e+37
1669,137,8.934411187338199e+37
2485,137,8.934411187338199e+37
2839,137,8.934411187338199e+37
1329,136,7.888692094448264e+37
1598,136,7.888692094448264e+37
2086,136,7.888692094448264e+37
2115,136,7.888692094448264e+37
1256,135,6.958975446858948e+37
1488,135,6.958975446858948e+37
1997,135,6.958975446858948e+37
2109,135,6.958975446858948e+37
2469,135,6.958975446858948e+37
2555,135,6.958975446858948e+37
2646,135,6.958975446858948e+37
1926,134,6.133112146375494e+37
2183,134,6.133112146375494e+37
2509,134,6.133112146375494e+37
136,133,5.400149100151105e+37
376,133,5.400149100151105e+37
2216,133,5.400149100151105e+37
1175,132,4.750219108562906e+37
1456,132,4.750219108562906e+37
2102,132,4.750219108562906e+37
2471,132,4.750219108562906e+37
1509,131,4.1744401783889845e+37
1757,131,4.1744401783889845e+37
1791,131,4.1744401783889845e+37
1816,131,4.1744401783889845e+37
2556,131,4.1744401783889845e+37
3363,131,4.1744401783889845e+37
917,130,3.664823516366168e+37
1124,130,3.664823516366168e+37
1902,130,3.664823516366168e+37
2268,130,3.664823516366168e+37
2467,130,3.664823516366168e+37
2623,130,3.664823516366168e+37
2072,129,3.2141895121217165e+37
2224,129,3.2141895121217165e+37
2261,129,3.2141895121217165e+37
2279,129,3.2141895121217165e+37
980,128,2.8160910698480345e+37
1335,128,2.8160910698480345e+37
1620,128,2.8160910698480345e+37
2149,128,2.8160910698480345e+37
2165,128,2.8160910698480345e+37
1665,127,2.464743695135568e+37
1823,127,2.464743695135568e+37
2629,127,2.464743695135568e+37
2642,127,2.464743695135568e+37
896,126,2.15496178729245e+37
1269,126,2.15496178729245e+37
1750,126,2.15496178729245e+37
2077,126,2.15496178729245e+37
2463,126,2.15496178729245e+37
2484,126,2.15496178729245e+37
1230,125,1.882100628446967e+37
1491,125,1.882100628446967e+37
1925,125,1.882100628446967e+37
2327,125,1.882100628446967e+37
2592,125,1.882100628446967e+37
1255,124,1.642003598927535e+37
1277,124,1.642003598927535e+37
1467,124,1.642003598927535e+37
1570,124,1.642003598927535e+37
1689,124,1.642003598927535e+37
2237,124,1.642003598927535e+37
